"Node_ID","Node_type","Canonical_name","Synonyms","Description","Degree","Number_of_studies","Number_of_relation_types"
"MAT000064","MaterialPlatform","Electrostatically co-assembled extracellular-vesicle-infused hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000065","MaterialPlatform","EMHS HxMoO3-loaded bone-targeting lipid nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",12,1,8
"MAT000066","MaterialPlatform","Engineered anti-senescence tracheal graft",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000067","MaterialPlatform","Engineered-extracellular-vesicle-loaded GelMA scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,3
"MAT000068","MaterialPlatform","Engineered extracellular vesicles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000069","MaterialPlatform","Enucleated-MSC-derived mitochondria-transfer microvesicles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000070","MaterialPlatform","ER-targeted CRT derivative material",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000071","MaterialPlatform","EVsTβ4-loaded separable microneedle patch",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000072","MaterialPlatform","Extracellular-vesicle-conjugated functional-matrix hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000073","MaterialPlatform","Extracellular vesicles without an engineered carrier",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000074","MaterialPlatform","F@GP galactose-modified Fe3O4-loaded PLGA nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",12,1,7
"MAT000075","MaterialPlatform","FGF-4/IGF-1-loaded cationic thermosensitive polymer scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",11,1,7
"MAT000076","MaterialPlatform","Fibrin polymer matrix",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000077","MaterialPlatform","Fibronectin/thermoresponsive-polymer scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000078","MaterialPlatform","Fisetin-functionalized photoresponsive DNA nanocage",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",11,1,7
"MAT000079","MaterialPlatform","FMAG nanoplatform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,8
"MAT000080","MaterialPlatform","Fmito@ACs hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000081","MaterialPlatform","FN9-10ELP extracellular-matrix-mimetic fusion protein",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,4
"MAT000082","MaterialPlatform","Functionalized 3D-printed Ti6Al4V cell-climbing-frame scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000083","MaterialPlatform","G-P-M piezoelectric lubricating injectable hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000084","MaterialPlatform","Ganoderma-lucidum-polysaccharide nanocomposite",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000085","MaterialPlatform","GBC@PNA sono-piezoelectric scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000086","MaterialPlatform","GCA-NAb-loaded GelMA hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000087","MaterialPlatform","GEA/NGel senolysis-targeting bioenergetic nanoplatform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,7
"MAT000088","MaterialPlatform","Gelatin-microcarrier-based MSC microtissues",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,7
"MAT000089","MaterialPlatform","GelMA/PNS/Alg@IGF-1 hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,3
"MAT000090","MaterialPlatform","GG-5SS strontium-silicate hydrogel scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,6
"MAT000091","MaterialPlatform","GLRX3+ extracellular-vesicle redox-modulatory hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,7
"MAT000092","MaterialPlatform","GM-Gel glycyrrhizic-acid-microsphere-loaded GEP/chitosan hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,7
"MAT000093","MaterialPlatform","GMP-grade TDHLSP glass-microcarrier bioreactor system",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000094","MaterialPlatform","GO/FeSe2 bio-heterojunction",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000095","MaterialPlatform","GOQD-based multifunctional bioactive scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000096","MaterialPlatform","GP@MgO asymmetric short-fiber aerogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000097","MaterialPlatform","GPQ pH-responsive anti-senescence hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,8
"MAT000098","MaterialPlatform","Hairyvein-agrimony-nanovesicle-loaded microneedles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,6
"MAT000099","MaterialPlatform","Hardystonite (ZnCS; Ca2ZnSi2O7)",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000100","MaterialPlatform","Heterojunction carbon nanotubes with photoimmobilized IGF-1",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000101","MaterialPlatform","HG-QNT nanocomposite hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000102","MaterialPlatform","Hierarchically patterned porous honey/silk-fibroin scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000103","MaterialPlatform","HIF1A@NNP nanoplatform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000104","MaterialPlatform","Honey-incorporated electrospun nanofiber membrane",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000105","MaterialPlatform","HPQ@K superlubricative drug-delivery nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000106","MaterialPlatform","HPTC ECM-mimetic injectable hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000107","MaterialPlatform","hTERT mRNA lipid nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,3
"MAT000108","MaterialPlatform","Human-chondrocyte/polymer-scaffold tissue-engineered construct",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000109","MaterialPlatform","Human-iPSC-derived cell-engineered nanovesicles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,4
"MAT000110","MaterialPlatform","Hydrocaffeic-acid–chitosan/EGTA hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000111","MaterialPlatform","Hydrogel-coated micro/nanostructured titanium implant",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000112","MaterialPlatform","Hydrogel substrates for serially expanded MSCs",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,3
"MAT000113","MaterialPlatform","Hydrogen-generating injectable short-fiber hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000114","MaterialPlatform","HydroWrap hydrogen-sulfide-delivery hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,9
"MAT000115","MaterialPlatform","Hypoxic-exosome-loaded PLGA microspheres",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000116","MaterialPlatform","hZIF8/Mn-hCaO2 composite hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000117","MaterialPlatform","ICAM1-directed MnO2@ZIF8/Tanshinone-IIA nanoplatform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000118","MaterialPlatform","IHP@Yam engineered biomimetic intervertebral disc",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,4
"MAT000119","MaterialPlatform","IKKβ-siRNA-loaded gold nanoclusters",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000120","MaterialPlatform","IL37OI@MS responsive hydrogel microspheres",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000121","MaterialPlatform","Immunomodulating regenerating hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000122","MaterialPlatform","Inflammation-responsive biomimetic hybrid nanovesicles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,4
"MAT000123","MaterialPlatform","Injectable anti-senescence short fibers",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000124","MaterialPlatform","Injectable glycyrrhizic-acid hydrogel microspheres",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000125","MaterialPlatform","Injectable microgels carrying engineered biomimetic nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,6
"MAT000126","MaterialPlatform","Iron–gold anti-senescence ion nanocarrier (AIN)",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000127","MaterialPlatform","Iron oxide nanoparticles-driven mitochondrial renewal",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,4
"MAT000128","MaterialPlatform","Lesion-localized hydrogels functionalized with engineered extracellular matrix",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000129","MaterialPlatform","LINE1-ASO-loaded selectin-binding-peptide-engineered extracellular vesicles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000130","MaterialPlatform","Lipid-coated NMN-loaded amorphous-calcium-carbonate nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",2,1,1
"MAT000131","MaterialPlatform","Locally activated TGF-β3/MgSi immunoregulatory nanofiber patch",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",11,1,7
"MAT000132","MaterialPlatform","LPS-releasing gelatin sponges with catechin/senolytic treatment",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000133","MaterialPlatform","LT-NPs nanoplatform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",13,1,8
"MAT000134","MaterialPlatform","Lubricated hydrogel with STING-inhibiting EXOs",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",14,1,8
"MAT000135","MaterialPlatform","Lycium barbarum-derived carbon dots",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000136","MaterialPlatform","Magnesium-containing bioceramics stimulate exosomal miR-196a-5p secretion",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000137","MaterialPlatform","Magnetic-nanoparticle-coated fibroblast/ADSC constructs",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000138","MaterialPlatform","MCTM metformin-loaded CMCS/tannic-acid/manganese hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,6
"MAT000139","MaterialPlatform","Metformin-loaded HA/gelatin electrospun nanofibers",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000140","MaterialPlatform","Metformin-loaded mesoporous silica nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000141","MaterialPlatform","Metformin-releasing polydopamine-coated TiO2-nanotube titanium implant",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,4
"MAT000142","MaterialPlatform","MG@IFN-γ-ECM cartilage-anchoring microgels",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",11,1,6
"MAT000143","MaterialPlatform","Microcarrier–bioreactor culture system",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000144","MaterialPlatform","MicroSphere and MicroRod anisotropic GelMA microgels",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,3
"MAT000145","MaterialPlatform","Microtopographic polymer substrates",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,3
"MAT000146","MaterialPlatform","miR-146a-5p-engineered exosomes",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,3
"MAT000147","MaterialPlatform","miR-17-5p-engineered-sEV/GelMA hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,5
"MAT000148","MaterialPlatform","miR-200/young-ECM bioscaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000149","MaterialPlatform","miR-200b-3p-loaded Poloxamer-407 hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,4
"MAT000150","MaterialPlatform","miR-29b-5p-loaded stem-cell-homing hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000151","MaterialPlatform","miR-542-3p neonatal-muscle-EV-loaded microneedle patch",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000152","MaterialPlatform","miR/PBNP@Gel nanozyme-reinforced miR-197-3p delivery hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,3
"MAT000153","MaterialPlatform","Mitochondria-targeted MET-MA carbon dots",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000154","MaterialPlatform","Mitochondrial-metabolism/efferocytosis-modulating microcarriers",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000155","MaterialPlatform","MM@MS@ABT macrophage-membrane-coated magnetic nanospheres",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,5
"MAT000156","MaterialPlatform","MMZ@Si–P53 hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,7
"MAT000157","MaterialPlatform","Mn3O4-nanoparticle photothermal hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000158","MaterialPlatform","Mn4 tetranuclear manganese nanocluster",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000159","MaterialPlatform","MOF-nanozyme-armored cryogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000160","MaterialPlatform","Molybdenum disulfide nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000161","MaterialPlatform","MOTS-c-modified functional self-assembly peptide hydrogels",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000162","MaterialPlatform","MPN/BMP@HA hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,6
"MAT000163","MaterialPlatform","MRRH@UB multilayer ROS-responsive hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000164","MaterialPlatform","MSC-educated tendon (METn) construct",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,3
"MAT000165","MaterialPlatform","MSN@SIRT3/PEGS genetically engineered hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000166","MaterialPlatform","MSOH hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,6
"MAT000167","MaterialPlatform","MTBG melatonin-loaded bioactive-glass microspheres",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000168","MaterialPlatform","Multifunctional pH-responsive microneedles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000169","MaterialPlatform","Multimodal ROS-logic-gated therapeutic platform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,8
"MAT000170","MaterialPlatform","N/S@M@P NAD+/SBI nanocomposite hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000171","MaterialPlatform","NADH-oxidase nanozyme",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000172","MaterialPlatform","Nanocatalytic MOF-coated titanium implant",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000173","MaterialPlatform","Nanoceria-infused PCL nanofibrous scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000174","MaterialPlatform","Nanotube-topography substrate",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000175","MaterialPlatform","Nanozyme-Integrated 3D-Printed Gradient Scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000176","MaterialPlatform","NE:TUB1-MNP magnetic nanoemulsion",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000177","MaterialPlatform","NH@K nanozyme-reinforced hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000178","MaterialPlatform","nHA/chitosan/PLGA bone-matrix-simulating scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,4
"MAT000179","MaterialPlatform","Nonsenescent-MSC-retaining hydrogel system",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,3
"MAT000180","MaterialPlatform","OGPQ/G-NZ quercetin–greigite nanozyme hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",14,1,9
"MAT000181","MaterialPlatform","OI-EV-loaded mesoporous bioactive-glass scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000182","MaterialPlatform","Orbital hybridization-mediated nanozymes",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,6
"MAT000183","MaterialPlatform","OSK-protein-delivery and inflammatory-niche-remodeling platform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,7
"MAT000184","MaterialPlatform","P16-siRNA-incorporated organoid hydrogel/3D-bioprinted scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000185","MaterialPlatform","p16INK4a-siRNA nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000186","MaterialPlatform","PAA–EDA-grafted porous PEEK scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,7
"MAT000187","MaterialPlatform","PAAm–IGF-1/TNF-α biomaterial",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",2,1,2
"MAT000188","MaterialPlatform","PARP1@PLS-PT100 targeted nanospheres",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,2
"MAT000189","MaterialPlatform","PAS/ICG-Cu@ZOL phototherapeutic hydrogel dressing",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,4
"MAT000190","MaterialPlatform","PAZ hydrogel containing CZpz-MOF artificial antioxidase",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000191","MaterialPlatform","PCC1/PHCF-Gel senolytic hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000192","MaterialPlatform","PCL/gelatin nanofibers containing TiO2 nanoparticles and MET@MSNs",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000193","MaterialPlatform","PDA@RES NIR-responsive core–shell nanoplatform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000194","MaterialPlatform","PEG-HS/TiO2 nanocomposite",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,5
"MAT000195","MaterialPlatform","Pericyte-membrane-coated saMAT2A lipid nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,5
"MAT000196","MaterialPlatform","Phenylboronic-acid-grafted hyaluronic-acid/TIMP-3 hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",11,1,6
"MAT000197","MaterialPlatform","Phosphatidylserine liposomes (PSLs) used with carbonate-apatite granules",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000198","MaterialPlatform","Plasmid-DNA/Tanshinone-IIA stem-cell-homing hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000199","MaterialPlatform","Polyacrylamide/alginate viscoelastic hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000200","MaterialPlatform","Polyphenol-armored miR-140-5p nanogene-loaded bioadhesive hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000201","MaterialPlatform","Porcine small-intestinal-submucosa extracellular-matrix scaffold",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000202","MaterialPlatform","PPCG allicin-based biolubricating nanoplatform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000203","MaterialPlatform","Pro-regenerative cardiac-progenitor-secretome nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,4
"MAT000204","MaterialPlatform","Prussian-Blue-nanoparticle/ADSC composite treatment",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000205","MaterialPlatform","Prussian Blue nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,4
"MAT000206","MaterialPlatform","Prussian-Blue-nanozyme gene-editing platform",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000207","MaterialPlatform","PSeR multihierarchy ROS-regulated hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000208","MaterialPlatform","PtdSer-modified circRNA-LNP-engineered macrophages",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000209","MaterialPlatform","PTHrP supramolecular-peptide-loaded dual-network hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",9,1,6
"MAT000210","MaterialPlatform","PVA–gallic-acid supramolecular hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",3,1,2
"MAT000211","MaterialPlatform","QCS-OST@Exos self-healing hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,7
"MAT000212","MaterialPlatform","Quaternized-chitosan injectable self-healing hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,5
"MAT000213","MaterialPlatform","Quercetin/HA-loaded TG-18 hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",12,1,9
"MAT000214","MaterialPlatform","Quercetin-loaded aligned-nanowire hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",10,1,7
"MAT000215","MaterialPlatform","Quercetin-loaded homogeneous PLGA microspheres",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,7
"MAT000216","MaterialPlatform","Quercetin-loaded nanoparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,6
"MAT000217","MaterialPlatform","Quercetin-treated human-auricular-chondrocyte/GelMA construct",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",7,1,5
"MAT000218","MaterialPlatform","R-spondin1-loaded small extracellular vesicles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",5,1,3
"MAT000219","MaterialPlatform","Rapamycin-PLGA microparticles",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000220","MaterialPlatform","Recombinant humanized type III collagen (rhCol III)",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,2
"MAT000221","MaterialPlatform","Recombinant-Yap1-loaded platelet-derived exosomes",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,7
"MAT000222","MaterialPlatform","Released from ZrO2/SiO2 coating resveratrol",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000223","MaterialPlatform","Remodeling adipocytes’ lipid metabolism with a polycation loaded enzyme-active framework",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",4,1,3
"MAT000224","MaterialPlatform","Res@Lipo@HMs hydrogel",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",8,1,6
"MAT000225","MaterialPlatform","Resveratrol-doped polyurethane–polylactide material",,"An engineered material, formulation, carrier, or biomaterial system investigated in a SenescenceBioKG study.",6,1,3
